Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.12-54.169.233.27-59642-80-6,192.168.10.12,59642,54.169.233.27,80,6,5/7/2017 10:56,65883641,33,35,3093,65643,1786,0,93.72727273,379.4793533,5792,0,1875.514286,1714.611092,1043.293888,1.032122678,983337.9254,2869998.321,10200000,2,57000000,1780914.812,3825382.234,10500000,2,65600000,1929768.588,3931851.264,10500000,4,0,0,0,0,1064,1128,0.500883064,0.531239614,0,5792,996.173913,1531.510788,2345525.293,0,0,0,1,0,0,0,0,1,1010.823529,93.72727273,1875.514286,1064,0,0,0,0,0,0,33,3093,35,65643,29200,139,2,32,1196533.6,2093288.008,4941121,260202,10200000,76675.85106,10200000,10100000,BENIGN
192.168.10.1-192.168.10.3-53-62024-17,192.168.10.3,62024,192.168.10.1,53,17,3/7/2017 2:29,30559,1,1,55,83,55,55,55,0,83,83,83,0,4515.854576,65.44716777,30559,0,30559,30559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,32.72358389,32.72358389,55,83,64.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,96.5,55,83,32,0,0,0,0,0,0,1,55,1,83,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-192.168.10.51-40920-2260-6,192.168.10.8,40920,192.168.10.51,2260,6,6/7/2017 3:33,48,2,2,4,12,2,2,2,0,6,6,6,0,333333.3333,83333.33333,16,21.70253441,41,2,48,48,0,48,48,2,2,0,2,2,0,0,0,0,48,40,41666.66667,41666.66667,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2,6,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0,0,0,0,0,0,0,0,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.14-52.84.140.31-51546-443-6,192.168.10.14,51546,52.84.140.31,443,6,3/7/2017 9:42,115553887,21,18,1151,4481,706,0,54.80952381,156.4652099,1460,0,248.9444444,494.1960164,48.7391653,0.337504873,3040891.763,4572827.497,10056347,3,115553887,5777694.35,4931936.523,10078308,3,110718313,6512841.941,4916866.306,10078378,48,0,0,0,0,432,504,0.181733393,0.15577148,0,1460,140.8,359.0283326,128901.3436,0,0,0,1,0,0,0,0,0,144.4102564,54.80952381,248.9444444,432,0,0,0,0,0,0,21,1151,18,4481,8192,124,20,20,56883.18182,114351.3115,401653,21942,10008468.36,26699.85845,10056347,9953114,BENIGN
172.16.0.1-192.168.10.50-34754-7443-6,172.16.0.1,34754,192.168.10.50,7443,6,7/7/2017 2:54,82,1,1,0,6,0,0,0,0,6,6,6,0,73170.73171,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12195.12195,12195.12195,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.3-192.168.10.16-53-14178-17,192.168.10.16,14178,192.168.10.3,53,17,6/7/2017 3:20,232,2,2,60,264,30,30,30,0,132,132,132,0,1396551.724,17241.37931,77.33333333,128.74911,226,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,8620.689655,8620.689655,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.224.5.142-192.168.10.5-443-55642-6,192.168.10.5,55642,172.224.5.142,443,6,7/7/2017 3:38,5644522,9,6,381,3938,194,0,42.33333333,69.39380376,1460,0,656.3333333,682.6506183,765.1666518,2.657443801,403180.1429,1387096.367,5220723,7,5644522,705565.25,1825086.427,5220723,48,259405,51881,60976.02938,122055,48,0,0,0,0,192,132,1.594466281,1.062977521,0,1460,269.9375,503.553568,253566.1958,0,0,0,1,0,0,0,0,0,287.9333333,42.33333333,656.3333333,192,0,0,0,0,0,0,9,381,6,3938,8192,946,8,20,423751,0,423751,423751,5220723,0,5220723,5220723,BENIGN
173.194.175.157-192.168.10.8-443-60451-6,192.168.10.8,60451,173.194.175.157,443,6,5/7/2017 3:10,117791644,15,17,1101,4706,429,0,73.4,115.9031615,1430,0,276.8235294,484.8109471,49.29891292,0.271666129,3799730.452,14600000,58800000,0,118000000,8413688.857,21200000,58800000,4,118000000,7346918.188,20000000,59000000,0,0,0,0,0,312,352,0.127343498,0.144322631,0,1430,175.969697,367.0160491,134700.7803,0,0,0,1,0,0,0,0,1,181.46875,73.4,276.8235294,312,0,0,0,0,0,0,15,1101,17,4706,8192,180,14,20,286671,57856.89105,327582,245760,58500000,387450.6755,58800000,58200000,BENIGN
192.168.10.8-54.192.38.6-54826-80-6,192.168.10.8,54826,54.192.38.6,80,6,3/7/2017 2:13,115303839,16,14,470,374,386,0,29.375,95.11177635,368,0,26.71428571,98.24179635,7.319790974,0.260182144,3975994.448,4860909.258,9999792,39,115303839,7686922.6,4142115.595,10030603,6379,110374381,8490337,3759346.834,10030799,2210,0,0,0,0,332,424,0.13876381,0.121418334,0,386,27.22580645,93.44899132,8732.713978,0,0,0,1,0,0,0,0,0,28.13333333,29.375,26.71428571,332,0,0,0,0,0,0,16,470,14,374,8192,119,15,20,52430.90909,71535.00901,268117,30807,9981633,60044.20508,9999792,9800593,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.3-192.168.10.8-53-64290-17,192.168.10.8,64290,192.168.10.3,53,17,3/7/2017 12:54,23660,2,2,76,172,38,38,38,0,86,86,86,0,10481.82587,169.0617075,7886.666667,13654.91122,23654,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,84.53085376,84.53085376,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38,86,40,0,0,0,0,0,0,2,76,2,172,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-53636-3351-6,172.16.0.1,53636,192.168.10.50,3351,6,7/7/2017 2:54,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.17-192.168.10.50-33777-22-6,192.168.10.50,22,192.168.10.17,33777,6,7/7/2017 12:44,75,1,2,0,0,0,0,0,0,0,0,0,0,0,40000,37.5,16.26345597,49,26,0,0,0,0,0,49,49,0,49,49,0,0,0,0,32,64,13333.33333,26666.66667,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-53712-17,192.168.10.19,53712,192.168.10.3,53,17,6/7/2017 9:41,31900,2,2,64,128,32,32,32,0,64,64,64,0,6018.808777,125.3918495,10633.33333,18375.05337,31851,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,64,62.69592476,62.69592476,32,64,44.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,56,32,64,64,0,0,0,0,0,0,2,64,2,128,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-68.67.178.197-52575-443-6,192.168.10.15,52575,68.67.178.197,443,6,7/7/2017 10:34,5261098,8,6,406,4875,225,0,50.75,81.9420527,1689,2,812.5,802.6939018,1003.782861,2.661041478,404699.8462,1392757.632,5039511,29,5261098,751585.4286,1891092.502,5039511,48,116514,23302.8,31033.18891,63854,50,0,0,0,0,172,124,1.520595131,1.140446348,0,1689,352.0666667,620.5335799,385061.9238,0,0,0,1,0,0,0,0,0,377.2142857,50.75,812.5,172,0,0,0,0,0,0,8,406,6,4875,8192,30016,7,20,221539,0,221539,221539,5039511,0,5039511,5039511,BENIGN
172.217.10.66-192.168.10.8-443-49567-6,192.168.10.8,49567,172.217.10.66,443,6,6/7/2017 9:42,5772843,5,1,135,46,46,6,27,20.1246118,46,46,46,0,31.35370215,1.039349243,1154568.6,2451946.345,5538337,3,5772843,1443210.75,2732301.491,5538337,3,0,0,0,0,0,1,0,0,0,100,20,0.866124369,0.173224874,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,258,360,4,20,233808,0,233808,233808,5538337,0,5538337,5538337,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.8-192.168.10.15-48838-49154-6,192.168.10.8,48838,192.168.10.15,49154,6,6/7/2017 3:29,48,2,0,4,0,2,2,2,0,0,0,0,0,83333.33333,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,48,0,41666.66667,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-104.97.73.5-43018-443-6,192.168.10.17,43018,104.97.73.5,443,6,7/7/2017 1:25,115852699,73,90,705,161324,327,0,9.657534247,47.36830257,4344,0,1792.488889,1072.777444,1398.577689,1.406959021,715140.1173,2552225.184,10000000,2,116000000,1609065.264,3658198.724,10000000,3,111000000,1243065.573,3323928.884,10000000,2,0,0,0,0,2344,2888,0.630110482,0.776848539,0,4344,987.9817073,1192.213817,1421373.785,0,0,0,1,0,0,0,0,1,994.0429448,9.657534247,1792.488889,2344,0,0,0,0,0,0,73,705,90,161324,29200,1006,4,32,35680,41703.45152,168106,23476,9618711.333,1392733.631,10000000,5196268,BENIGN
172.217.12.130-192.168.10.25-443-59089-6,172.217.12.130,443,192.168.10.25,59089,6,4/7/2017 2:22,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,55555.55556,55555.55556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,383,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-59934-17,192.168.10.12,59934,192.168.10.3,53,17,7/7/2017 2:46,23934,2,2,68,380,34,34,34,0,190,190,190,0,18718.14156,167.1262639,7978,13813.10519,23928,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,83.56313195,83.56313195,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34,190,40,0,0,0,0,0,0,2,68,2,380,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-54387-17,192.168.10.14,54387,192.168.10.3,53,17,5/7/2017 10:53,24254,2,2,170,326,85,85,85,0,163,163,163,0,20450.23501,164.9212501,8084.666667,13998.72338,24249,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,82.46062505,82.46062505,85,163,116.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,145.25,85,163,40,0,0,0,0,0,0,2,170,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
178.255.83.1-192.168.10.12-80-52062-6,192.168.10.12,52062,178.255.83.1,80,6,7/7/2017 9:58,23012,1,1,0,0,0,0,0,0,0,0,0,0,0,86.91117678,23012,0,23012,23012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.45558839,43.45558839,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,229,29,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.23.195.244-53203-443-6,192.168.10.14,53203,23.23.195.244,443,6,5/7/2017 11:45,2926554,7,6,695,715,402,0,99.28571429,155.7163172,527,0,119.1666667,207.1631402,481.7953128,4.442084445,243879.5,788602.945,2747041,3,2926554,487759,1107535.014,2747659,343,2875086,575017.2,1227928.632,2771130,3,0,0,0,0,152,132,2.391891624,2.050192821,0,527,100.7142857,169.2219428,28636.06593,0,0,0,1,0,0,0,0,0,108.4615385,99.28571429,119.1666667,152,0,0,0,0,0,0,7,695,6,715,8192,79,6,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-37346-80-6,172.16.0.1,37346,192.168.10.50,80,6,5/7/2017 10:59,1001,5,0,0,0,0,0,0,0,0,0,0,0,0,4995.004995,250.25,497.1675606,996,1,1001,250.25,497.1675606,996,1,0,0,0,0,0,0,0,0,0,160,0,4995.004995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.1-192.168.10.3-53-62194-17,192.168.10.3,62194,192.168.10.1,53,17,3/7/2017 1:26,30228,1,1,55,83,55,55,55,0,83,83,83,0,4565.303692,66.16382162,30228,0,30228,30228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33.08191081,33.08191081,55,83,64.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,96.5,55,83,20,0,0,0,0,0,0,1,55,1,83,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61182-17,192.168.10.3,61182,192.168.10.1,53,17,3/7/2017 11:23,30673,1,1,56,72,56,56,56,0,72,72,72,0,4173.051218,65.20392528,30673,0,30673,30673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,32.60196264,32.60196264,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92,56,72,32,0,0,0,0,0,0,1,56,1,72,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-192.243.232.58-63841-443-6,192.243.232.58,443,192.168.10.25,63841,6,3/7/2017 4:40,101685,2,1,6,6,6,0,3,4.242640687,6,6,6,0,118.0115061,29.50287653,50842.5,71846.99872,101646,39,101685,101685,0,101685,101685,0,0,0,0,0,0,0,0,0,52,20,19.66858435,9.834292177,0,6,4.5,3,9,0,0,0,0,1,1,0,0,0,6,3,6,52,0,0,0,0,0,0,2,6,1,6,10231,32850,0,20,0,0,0,0,0,0,0,0,BENIGN
172.217.5.228-192.168.10.17-443-58452-6,192.168.10.17,58452,172.217.5.228,443,6,3/7/2017 3:02,34568285,5,4,0,0,0,0,0,0,0,0,0,0,0,0.260354252,4321035.625,4930693.386,10005780,42245,34568285,8642071.25,2811876.167,10048025,4424257,30143985,10047995,51.39066063,10048030,10047936,0,0,0,0,160,128,0.144641251,0.115713001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0,0,0,0,0,0,5,0,4,0,374,383,0,32,42280.66667,31.37408697,42304,42245,10005728.67,46.04707736,10005780,10005691,BENIGN
192.168.10.16-104.16.67.157-50860-443-6,104.16.67.157,443,192.168.10.16,50860,6,6/7/2017 12:55,103,1,1,6,6,6,6,6,0,6,6,6,0,116504.8544,19417.47573,103,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9708.737864,9708.737864,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,30,320,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-35.186.253.0-59240-443-6,35.186.253.0,443,192.168.10.25,59240,6,3/7/2017 11:24,95,1,1,0,0,0,0,0,0,0,0,0,0,0,21052.63158,95,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10526.31579,10526.31579,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,541,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.16-53-41721-17,192.168.10.16,41721,192.168.10.3,53,17,4/7/2017 2:39,61441,2,2,90,122,45,45,45,0,61,61,61,0,3450.464673,65.10310705,20480.33333,35427.9514,61389,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,32.55155352,32.55155352,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-35870-80-6,172.16.0.1,35870,192.168.10.50,80,6,7/7/2017 4:11,7032801,5,0,30,0,6,6,6,0,0,0,0,0,4.265725704,0.710954284,1758200.25,3514405.928,7029809,0,7032801,1758200.25,3514405.928,7029809,0,0,0,0,0,0,0,0,0,0,100,0,0.710954284,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2992,0,2992,2992,7029809,0,7029809,7029809,DDoS
192.168.10.25-192.168.10.50-50179-49509-6,192.168.10.25,50179,192.168.10.50,49509,6,4/7/2017 9:58,47209,21,14,20514,0,1448,0,976.8571429,620.2897134,0,0,0,0,434535.7877,741.3840581,1388.5,6484.646142,36779,0,47209,2360.45,8403.658267,36779,1,37008,2846.769231,10259.66553,36993,0,0,0,0,0,696,464,444.8304349,296.5536232,0,1448,569.8333333,677.0708551,458424.9429,0,0,0,1,0,0,0,0,0,586.1142857,976.8571429,0,696,0,0,0,0,0,0,21,20514,14,0,65535,362,16,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-60043-80-6,192.168.10.50,80,172.16.0.1,60043,6,7/7/2017 4:13,9482022,1,5,6,30,6,6,6,0,6,6,6,0,3.796658561,0.632776427,1896404.4,4227226.597,9458287,4,0,0,0,0,0,9476745,2369186.25,4726073.961,9458287,4,0,0,0,0,20,100,0.105462738,0.527313689,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,23735,0,23735,23735,9458287,0,9458287,9458287,BENIGN
174.129.238.86-192.168.10.8-80-60310-6,192.168.10.8,60310,174.129.238.86,80,6,5/7/2017 2:55,2130745,2,2,6,6,6,0,3,4.242640687,6,0,3,4.242640687,5.631832997,1.877277666,710248.3333,1186538.21,2080034,90,50711,50711,0,50711,50711,2080124,2080124,0,2080124,2080124,0,0,0,0,52,52,0.938638833,0.938638833,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,3,3,52,0,0,0,0,0,0,2,6,2,6,8192,106,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-98.139.225.35-36275-443-6,192.168.10.19,36275,98.139.225.35,443,6,5/7/2017 10:17,60862245,16,18,1094,4817,373,0,68.375,132.4617555,1448,0,267.6111111,473.4629793,97.12096555,0.558638611,1844310.455,3911950.152,10000000,1,60600000,4037294.267,5070177.041,10000000,393,60800000,3578641.647,4919821.563,10000000,3,0,0,0,0,520,584,0.262888758,0.295749853,0,1448,168.8857143,361.3551106,130577.516,0,0,0,1,0,0,0,0,1,173.8529412,68.375,267.6111111,520,0,0,0,0,0,0,16,1094,18,4817,29200,74,4,32,77915.5,129476.9786,342209,24886,10000000,11930.12291,10000000,9997169,BENIGN
172.16.0.1-192.168.10.50-33002-80-6,172.16.0.1,33002,192.168.10.50,80,6,5/7/2017 10:54,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,64,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk
192.168.10.3-192.168.10.5-53-51009-17,192.168.10.5,51009,192.168.10.3,53,17,6/7/2017 1:45,24172,2,2,72,328,36,36,36,0,164,164,164,0,16548.07215,165.4807215,8057.333333,13952.24664,24168,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,82.74036075,82.74036075,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109,36,164,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-60256-80-6,172.16.0.1,60256,192.168.10.50,80,6,7/7/2017 4:03,134021,4,0,24,0,6,6,6,0,0,0,0,0,179.0764134,29.8460689,44673.66667,76510.93674,133019,1,134021,44673.66667,76510.93674,133019,1,0,0,0,0,0,0,0,0,0,80,0,29.8460689,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60453-17,192.168.10.3,60453,192.168.10.1,53,17,3/7/2017 2:47,30695,1,1,42,128,42,42,42,0,128,128,128,0,5538.361297,65.15719173,30695,0,30695,30695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32.57859586,32.57859586,42,128,70.66666667,49.65212315,2465.333333,0,0,0,0,0,0,0,0,1,106,42,128,32,0,0,0,0,0,0,1,42,1,128,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-53718-17,192.168.10.5,53718,192.168.10.3,53,17,7/7/2017 3:29,209,2,2,62,264,31,31,31,0,132,132,132,0,1559808.612,19138.75598,69.66666667,114.6051191,202,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,9569.37799,9569.37799,31,132,71.4,55.31997831,3060.3,0,0,0,0,0,0,0,0,1,89.25,31,132,40,0,0,0,0,0,0,2,62,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.16-69.172.216.55-50448-443-6,192.168.10.16,50448,69.172.216.55,443,6,5/7/2017 3:57,23784,1,1,0,0,0,0,0,0,0,0,0,0,0,84.09014464,23784,0,23784,23784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.04507232,42.04507232,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1144,61,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62485-17,192.168.10.3,62485,192.168.10.1,53,17,3/7/2017 9:29,509,1,1,50,111,50,50,50,0,111,111,111,0,316306.4833,3929.273084,509,0,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1964.636542,1964.636542,50,111,70.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,105.5,50,111,20,0,0,0,0,0,0,1,50,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-98.139.225.43-46076-443-6,192.168.10.17,46076,98.139.225.43,443,6,7/7/2017 11:20,149,2,0,0,0,0,0,0,0,0,0,0,0,0,13422.81879,149,0,149,149,149,149,0,149,149,0,0,0,0,0,0,0,0,0,64,0,13422.81879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,335,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-47434-80-6,172.16.0.1,47434,192.168.10.50,80,6,5/7/2017 10:57,97735632,4,4,337,11595,331,0,84.25,164.5243143,11595,0,2898.75,5797.5,122.084441,0.081853464,14000000,36900000,97700000,7,97700000,32600000,56400000,97700000,766,2180,726.6666667,922.0413946,1766,7,0,0,0,0,124,136,0.040926732,0.040926732,0,11595,1326.444444,3852.248762,14800000,1,0,0,0,0,0,0,0,1,1492.25,84.25,2898.75,124,0,0,0,0,0,0,4,337,4,11595,0,235,1,20,0,0,0,0,97700000,0,97700000,97700000,DoS Hulk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.3-192.168.10.51-53-56534-17,192.168.10.51,56534,192.168.10.3,53,17,6/7/2017 2:44,193,2,2,70,134,35,35,35,0,67,67,67,0,1056994.819,20725.3886,64.33333333,70.92484285,142,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35,67,40,0,0,0,0,0,0,2,70,2,134,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
152.163.13.4-192.168.10.15-80-49809-6,152.163.13.4,80,192.168.10.15,49809,6,4/7/2017 9:22,93,1,1,0,0,0,0,0,0,0,0,0,0,0,21505.37634,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10752.68817,10752.68817,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,8190,255,0,20,0,0,0,0,0,0,0,0,BENIGN
172.217.7.131-192.168.10.25-443-55996-6,192.168.10.25,55996,172.217.7.131,443,6,4/7/2017 1:34,64064177,2,0,74,0,37,37,37,0,0,0,0,0,1.155091714,0.031218695,64100000,0,64100000,64100000,64100000,64100000,0,64100000,64100000,0,0,0,0,0,1,0,0,0,64,0,0.031218695,0,37,37,37,0,0,0,1,0,0,1,1,0,0,0,55.5,37,0,64,0,0,0,0,0,0,2,74,0,0,32832,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
